% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=456952, Sat Nov  9 13:36:25 2019
1 9 -0.09390018436183516 -0.004259408185566544 0.003960241719625123 0.05886289043508864 1 1 1 1 1 1 1
2 18 -0.22016481157593412 -0.02252306415945298 0.0032952924612625607 0.1540219454932427 1 1 1 1 1 1 1
